500 4
30 32 -5.796393977155973
31 29 -11.526498449718984
31 30 12.012418258532362
31 31 0.4578773447704142
31 32 0.871281019707994
32 29 2.669542544277776
32 30 -8.892233976774696
32 31 -1.3754266053221424
32 32 7.599455039541389
29 33 0.2832686124668516
30 34 0.0763688016585918
31 35 0.25082636572316513
32 36 0.21890398462618435
29 27 0.009864141001675675
29 28 0.03716998519054464
30 27 0.010656323889733166
30 28 0.1175779344839012
31 27 0.1864711963303116
31 28 0.0009891264153783828
32 27 0.25992335033452546
32 28 0.11976587327291127
33 33 10.682686784179307
33 34 -5.348568969201792
33 35 -11.018587732239924
33 36 11.121035559681554
34 33 -10.488821453045095
34 34 9.877821450273347
34 35 -2.9691791820097646
34 36 3.5744425893897898
35 33 2.028378167326021
35 34 0.9487102113287398
35 35 8.062634348518193
35 36 -11.986266774825834
36 33 -6.865287673943781
36 34 -3.086113896749429
36 35 10.208041964547915
36 36 -2.1108010643664548
33 37 0.29278754579843685
34 38 0.1700451574367707
35 39 0.16999960240494377
36 40 0.1767459795394088
33 31 0.05244277517110354
33 32 0.03875970384629237
34 31 0.09229746555207816
34 32 0.09721821767422831
35 31 0.15110249947155427
35 32 0.2852619865554427
36 31 0.11730240078377885
36 32 0.07089841063810855
37 37 -0.15969873344099225
37 38 12.067196318581024
37 39 5.052553121223551
37 40 -17.372739802337094
38 37 -0.8177673351175776
38 38 -5.239188808014574
38 39 10.404820285356026
38 40 3.888341264374524
39 37 -3.8949087160517446
39 38 4.459341219454388
39 39 -8.397173422698817
39 40 4.202158371951163
40 37 6.9893108382536875
40 38 -5.335349686869957
40 39 -11.852031485130144
40 40 5.5232051573786825
37 41 0.20636382649920867
38 42 0.26643716704102194
39 43 0.027018009157201272
40 44 0.069027758562892
37 35 0.2412351669725472
37 36 0.03514989666712047
38 35 0.01459958330514437
38 36 0.2671530197990918
39 35 0.002673939125714253
39 36 0.1445906443430206
40 35 0.05340366802529208
40 36 0.09915350515491518
41 41 8.728057253935521
41 42 4.910744840454616
41 43 -8.331743459432207
41 44 -12.167070615384459
42 41 1.442606513188304
42 42 -13.354774621695798
42 43 9.985606276103008
42 44 8.469378262815177
43 41 -4.409927909532998
43 42 6.903946769483338
43 43 -8.92516861078917
43 44 6.684292095134153
44 41 -0.7421341814712286
44 42 -1.3996871290989554
44 43 10.493043249276594
44 44 -4.723562331668993
41 45 0.0435782557304486
42 46 0.09808833653660855
43 47 0.1522747915320269
44 48 0.10740960019231101
41 39 0.24653955968590235
41 40 0.17574507443921053
42 39 0.1797158731338714
42 40 0.01563326202904496
43 39 0.2502284044213512
43 40 0.016322998789320396
44 39 0.20579823904229924
44 40 0.17156599351881507
45 45 -10.410580363349537
45 46 8.190083501778599
45 47 -2.994583735912582
45 48 8.513088182624042
46 45 6.001717075658996
46 46 4.624124737104242
46 47 -2.1599509289853525
46 48 -8.263745270458013
47 45 4.031208934923575
47 46 -6.055662310702834
47 47 -0.5377884211041022
47 48 4.448873642772144
48 45 -3.6439537434296425
48 46 -15.388310180120664
48 47 16.880747480483585
48 48 -0.8382279327235688
45 49 0.28817431799782617
46 50 0.10348907543095832
47 51 0.12380137056683271
48 52 0.22756935849138415
45 43 0.09421501287196474
45 44 0.2345643962503056
46 43 0.22362510020561932
46 44 0.004524242760923225
47 43 0.2785372479327755
47 44 0.019848719987065364
48 43 0.20683653339463676
48 44 0.23634074685936324
49 49 -4.023730538473406
49 50 -5.306840134649542
49 51 -4.291774161244607
49 52 15.401118223156812
50 49 9.535989586787636
50 50 -0.7267748556138482
50 51 -11.805179451019404
50 52 0.2532526318536103
51 49 -2.9833781465985223
51 50 2.8263570808302294
51 51 13.874862870351318
51 52 -9.201342140742057
52 49 -10.007747843121772
52 50 7.785639816220664
52 51 3.1426802814620767
52 52 -0.6561817895469387
49 53 0.18379673564552382
50 54 0.20422693075761358
51 55 0.1283692865910967
52 56 0.2550832898073652
49 47 0.2810772980236353
49 48 0.12695646819199288
50 47 0.05498458498756648
50 48 0.2819693614452207
51 47 0.16935299408594431
51 48 0.14761766290076553
52 47 0.24795156323048032
52 48 0.1186001741380836
53 53 -14.725231641044678
53 54 -4.673783275481215
53 55 13.229663275692277
53 56 3.6937086997668196
54 53 -8.921223547956954
54 54 6.316995599243202
54 55 -3.609907646804061
54 56 8.404618772026724
55 53 -1.6290711060657703
55 54 0.7119205460714206
55 55 7.023186807501945
55 56 -11.09554292951915
56 53 12.088398719754597
56 54 -2.1081177936471844
56 55 -6.040803220461604
56 56 1.6829553158156245
53 57 0.15076713194449082
54 58 0.25311233095423463
55 59 0.03143660142920907
56 60 0.1892157434701622
53 51 0.046276411280451166
53 52 0.19166994918757208
54 51 0.014704197262965235
54 52 0.24134652462098236
55 51 0.28834233154603084
55 52 0.14445860752098963
56 51 0.2404067418298313
56 52 0.2538932574173059
57 57 -1.780719113551782
57 58 8.448984778907853
57 59 -0.6094828964322252
57 60 -1.951593116487938
58 57 7.215022600655919
58 58 -9.914916243192874
58 59 -4.199856446678599
58 60 7.239553237966804
59 57 -17.40681062362659
59 58 -4.3667418238773665
59 59 6.012286940802134
59 60 5.627502911509687
60 57 12.776013065794626
60 58 1.5656456830038383
60 59 3.812696915405058
60 60 -11.258560409923087
57 61 0.09316290425726115
58 62 0.24977198843460335
59 63 0.26618061471604154
60 64 0.14155909669217484
57 55 0.010527225864071533
57 56 0.21424406650955088
58 55 0.13519500052076508
58 56 0.07779331510625527
59 55 0.2410484161896281
59 56 0.08716723672145554
60 55 0.20365415575420917
60 56 0.10096947517368972
61 61 -3.9798664713789504
61 62 7.93803224876474
61 63 1.9490952632180822
61 64 -5.694067027460932
62 61 -7.253036483331271
62 62 2.7576827179855017
62 63 -3.2425922828857616
62 64 6.822111708110468
63 61 14.525084037653535
63 62 -14.690303572894576
63 63 -6.61619360121345
63 64 6.360248724561581
64 61 3.0707032921873307
64 62 -4.445637086393551
64 63 14.9382352177599
64 64 -0.553465402041925
61 65 0.05053810702204457
62 66 0.035869232569984644
63 67 0.13968120026129102
64 68 0.05964951973939048
61 59 0.12421982120869761
61 60 0.23222038135146914
62 59 0.12080761521691208
62 60 0.2958418130194166
63 59 0.23597316041821084
63 60 0.06738781105813248
64 59 0.2310731694073862
64 60 0.08331068273742448
65 65 10.371324971965384
65 66 -5.374566056323808
65 67 1.852437351558928
65 68 -9.104630735792067
66 65 -8.318150557625177
66 66 -6.7586389048263005
66 67 11.18516494317012
66 68 2.555685106231134
67 65 -6.8924275934479615
67 66 3.752440446200081
67 67 -4.697386848672404
67 68 15.277779249215595
68 65 3.6747761445123897
68 66 8.005567277778834
68 67 -2.702405264659335
68 68 -11.16938371394818
65 69 0.025750031474056388
66 70 0.036487644742763004
67 71 0.1914463198722615
68 72 0.06900957257686531
65 63 0.19773756551604676
65 64 0.10109520909370177
66 63 0.16775661918400855
66 64 0.09163419524052493
67 63 0.08371046859136134
67 64 0.25813045423571984
68 63 0.16043235519814517
68 64 8.857813553515559e-5
69 69 -10.241775541812915
69 70 8.45455657435476
69 71 11.199103902918143
69 72 -11.910579908277173
70 69 0.8449921556512117
70 70 7.350798754073412
70 71 -2.2771496885794975
70 72 -2.8137763085086855
71 69 -4.439439223153274
71 70 -3.2321973463358917
71 71 -2.1436435413321844
71 72 13.430314158874625
72 69 12.11698436729517
72 70 -10.73784061884257
72 71 -1.121255141353131
72 72 -2.44737661032699
69 73 0.0024632554782382464
70 74 0.2501414594534023
71 75 0.18711085034267896
72 76 0.08622332779180308
69 67 0.15918514941128717
69 68 0.19035500387560214
70 67 0.11132736593978572
70 68 0.17328471081527055
71 67 0.13524264826203175
71 68 0.06108305833150724
72 67 0.26090242063805624
72 68 0.08305699000130574
73 73 12.561125695020438
73 74 -8.18361274075439
73 75 -0.19442537547896113
73 76 -2.702125180769989
74 73 -3.52003614276536
74 74 -9.455616625929851
74 75 17.90243061780801
74 76 -11.003637260134507
75 73 -6.424839900273046
75 74 2.2757315607923325
75 75 -1.7942306987246583
75 76 9.349711847642773
76 73 -3.657745226993249
76 74 7.922624133310907
76 75 -1.6097235322840764
76 76 -2.1676591969833545
73 77 0.14336979488603377
74 78 0.2844608256799194
75 79 0.18783382708429996
76 80 0.06567702913161186
73 71 0.1434561855378258
73 72 0.09138320519049721
74 71 0.189422771522609
74 72 0.24864188807045723
75 71 0.2575907368340248
75 72 0.24721893707720083
76 71 0.29080265887582546
76 72 0.06900117130135071
77 77 15.505836165462068
77 78 -3.979119706175387
77 79 -5.312505786362706
77 80 -5.411079575503102
78 77 -7.6425137960393785
78 78 11.05975810042314
78 79 -3.4549200803354028
78 80 1.8616838004075031
79 77 1.2437210663997633
79 78 -6.407853739462191
79 79 9.699232647210206
79 80 -2.385675963271635
80 77 -12.181125609084344
80 78 -5.755803844688916
80 79 3.3247471124469854
80 80 12.295019635044978
77 81 0.14480131763945372
78 82 0.28230128408203775
79 83 0.26674131726078204
80 84 0.1855587591053318
77 75 0.2511730301895753
77 76 0.2155555776315318
78 75 0.007909128087936045
78 76 0.20324040662465953
79 75 0.17503901177658807
79 76 0.15431350853694556
80 75 0.14867870473698896
80 76 0.1275086238031071
81 81 6.827716981888176
81 82 11.009360802970438
81 83 -13.138336200746306
81 84 -4.966192298281784
82 81 5.5467560507881215
82 82 -10.554040041679007
82 83 6.731327514545152
82 84 2.4964853527325372
83 81 -14.795933516007436
83 82 0.8340167974585698
83 83 10.171743400119931
83 84 -0.41093350296148967
84 81 -0.488433571794648
84 82 -2.936712214174419
84 83 0.990579201395958
84 84 10.203297625651729
81 85 0.06331462684410001
82 86 0.01793722316059281
83 87 0.2360174740125487
84 88 0.08217223014539662
81 79 0.13437186566262857
81 80 0.00433092332225764
82 79 0.09742577536300064
82 80 0.2626047697102664
83 79 0.22689050626078394
83 80 0.10519358610549849
84 79 0.20452031305165944
84 80 0.1973454563537929
85 85 6.451316195568942
85 86 1.577755808778445
85 87 -12.070749840138836
85 88 3.1319850690106152
86 85 -8.0983147974511
86 86 -4.816273359388424
86 87 2.5999270227844757
86 88 13.038807873248512
87 85 -9.45083006619976
87 86 7.463789273816282
87 87 13.729797747518274
87 88 -4.93990813601402
88 85 0.30977556668165196
88 86 -2.9794618616488804
88 87 10.459558294529188
88 88 -7.383607480029873
85 89 0.15405485363235805
86 90 0.09532120497416748
87 91 0.2933051792056038
88 92 0.028914926599746302
85 83 0.07230554491254122
85 84 0.15747112848441455
86 83 0.2576330152174232
86 84 0.03817509508331838
87 83 0.050862406055182816
87 84 0.26073115063582053
88 83 0.17226834986850803
88 84 0.2836326912537092
89 89 -11.07590399922383
89 90 12.30328971106422
89 91 2.4794257542629343
89 92 -11.308602284891354
90 89 -1.4645075390710294
90 90 -1.3414062098954853
90 91 -1.7380678736011335
90 92 7.0113332500736645
91 89 4.359174593490466
91 90 -12.694167497887209
91 91 7.720379658274082
91 92 4.0113330782694065
92 89 10.488902463968266
92 90 8.052153958867198
92 91 -8.34937420690543
92 92 -5.60284692736957
89 93 0.10983537383162952
90 94 0.2255028688743774
91 95 0.1015941007752968
92 96 0.0547592469353777
89 87 0.2644635161286999
89 88 0.01195129030989428
90 87 0.2191506188680519
90 88 0.22823673491248586
91 87 0.16912683273875362
91 88 0.12808209940418364
92 87 0.12036547078964463
92 88 0.20841150827130747
93 93 -2.0815666775379844
93 94 -6.927789636342727
93 95 10.435513148530832
93 96 2.750176185284103
94 93 -13.43751128999896
94 94 15.420298834501438
94 95 -8.859845545364953
94 96 -6.485387335259729
95 93 3.687990638443221
95 94 -2.050047481281772
95 95 -4.846606650906632
95 96 5.575372657194054
96 93 12.118933270098772
96 94 4.096124616638654
96 95 -3.593816227095056
96 96 -6.273701294595539
93 97 0.05178780864067176
94 98 0.04110995177459207
95 99 0.09370918032410432
96 100 0.0222938587249653
93 91 0.14579028022266594
93 92 0.2997463613382765
94 91 0.14331568899488858
94 92 0.16301775217982065
95 91 0.24395264450935267
95 92 0.2650025342489072
96 91 0.08710626757143604
96 92 0.05180323404387579
97 97 -6.075234263645908
97 98 -6.514672901856339
97 99 0.7419902938047827
97 100 13.747685214367323
98 97 -0.05795231007832998
98 98 10.487019640468082
98 99 -4.702791775989024
98 100 -4.148691862064941
99 97 12.133617190115595
99 98 2.165008839323911
99 99 -3.295127608776994
99 100 -12.620904261406146
100 97 -2.2816760294790175
100 98 -5.916590430295493
100 99 14.174662408948198
100 100 -3.821278745968608
97 101 0.015989505914796687
98 102 0.030193543769617692
99 103 0.018718350125603165
100 104 0.1802177480645712
97 95 0.2293675776412919
97 96 0.2545257039537927
98 95 0.17300559843248178
98 96 0.2741653866943203
99 95 0.2736190499896674
99 96 0.2756255440892971
100 95 0.136708520894053
100 96 0.13840676558337028
101 101 -9.362874496968653
101 102 10.476428953797551
101 103 -1.1169413713070517
101 104 5.144111304917128
102 101 3.618150474929626
102 102 4.164633080081441
102 103 10.345348996584997
102 104 -12.807399590814818
103 101 8.797541784505754
103 102 1.8049266881382309
103 103 -3.0048535136222903
103 104 -3.043787802574269
104 101 -1.6963357187425399
104 102 -13.918821409269036
104 103 -5.862532722718498
104 104 11.808977172091833
101 105 0.05831362202638499
102 106 0.09547626401991478
103 107 0.23747803925882918
104 108 0.028205776555765748
101 99 0.14757837763301085
101 100 0.10330708758175364
102 99 0.21901332267975313
102 100 0.16436033561792945
103 99 0.2806907025251149
103 100 0.2843918826169291
104 99 0.13922513503046588
104 100 0.29961808820746993
105 105 3.5883851415235815
105 106 9.333823948096601
105 107 -10.302410444883314
105 108 -1.235313250716744
106 105 7.314708955584628
106 106 -5.915157829659405
106 107 13.471328272264586
106 108 -13.490207256250823
107 105 -6.421683089844482
107 106 -0.02549145384055194
107 107 4.431388048317051
107 108 1.31931580070883
108 105 -0.9821863918104786
108 106 -6.659944004591225
108 107 -3.960808168221738
108 108 14.58619631548966
105 109 0.21290123985965181
106 110 0.0882988944220698
107 111 0.29178299943502073
108 112 0.10135066894982848
105 103 0.10867329723187062
105 104 0.20178008006998532
106 103 0.26865799105133453
106 104 0.04162810790985958
107 103 0.19000599475581081
107 104 0.13952494903943088
108 103 0.20687040712144755
108 104 0.11701219949453068
109 109 13.15624767624591
109 110 0.2777060440578435
109 111 -2.142210100691813
109 112 -3.2836101240549045
110 109 -0.005548286229116232
110 110 -4.424891902676818
110 111 13.046050505934497
110 112 -2.100917296482324
111 109 4.698098922953709
111 110 11.076030243510207
111 111 -5.400802838220105
111 112 -6.306842519913888
112 109 -13.937814164347456
112 110 -5.429787944599527
112 111 -5.626064293893942
112 112 12.007435483590793
109 113 0.24484262084329292
110 114 0.2285258785284724
111 115 0.025826741626875437
112 116 0.15471665747065483
109 107 0.29664508568766035
109 108 0.1768632791417994
110 107 0.2922031054034863
110 108 0.01678115794107624
111 107 0.07208429190467265
111 108 0.1415853880888616
112 107 0.023046623857039393
112 108 0.0364205691961925
113 113 4.275833042034058
113 114 3.460968097283782
113 115 -10.666595805492348
113 116 2.7822834624110677
114 113 6.9677505568083955
114 114 -6.8950944693229
114 115 0.06886226455989225
114 116 2.360803081187049
115 113 -8.586063090160476
115 114 -9.12509840827293
115 115 6.063037834017966
115 116 12.25560012245507
116 113 -2.2949932600619625
116 114 11.506141828900484
116 115 6.700037721360262
116 116 -14.698799737243103
113 117 0.09932598558480119
114 118 0.20187501628244997
115 119 0.05199098757774898
116 120 0.07649725141474424
113 111 0.17386636650320686
113 112 0.2829823776404217
114 111 0.16385344245772887
114 112 0.21175675303475752
115 111 0.18791067272778536
115 112 0.028454057444526823
116 111 0.11826593007640589
116 112 0.08999601428794887
117 117 -6.623072235705757
117 118 8.38448851656587
117 119 0.6940542069457676
117 120 -7.257837425042608
118 117 8.551876560347383
118 118 -4.7322673812636
118 119 4.409484341221456
118 120 -12.812019645836948
119 117 2.0478007789656756
119 118 -10.125844158248926
119 119 8.577070255645308
119 120 0.04403587874810488
120 117 2.207993692100225
120 118 1.946328333856303
120 119 -9.201971191484583
120 120 16.610930711458764
117 121 0.2656105921037588
118 122 0.09707181090436456
119 123 0.008944200766812483
120 124 0.2770600950463543
117 115 0.03744591961163788
117 116 0.10832782372798173
118 115 0.28761586534097544
118 116 0.005810438411099583
119 115 0.069154742887571
119 116 0.13709945892456277
120 115 0.03441156442851068
120 116 0.03660675600034519
121 121 6.422070337972687
121 122 -8.518428620042634
121 123 8.959020112678573
121 124 -2.29537823540413
122 121 -4.614313406638092
122 122 9.921452358421744
122 123 3.141127672615773
122 124 -9.28974656813691
123 121 -5.201949495039879
123 122 1.7397947398320028
123 123 -4.8786778331725165
123 124 7.408625807900673
124 121 9.785753840458801
124 122 -1.9130832689820587
124 123 -16.53501270209533
124 124 9.958086934737308
121 125 0.09784279181575672
122 126 0.19685308749578367
123 127 0.1831907660087252
124 128 0.21628299657198405
121 119 0.14480901082535338
121 120 0.059804547310536124
122 119 0.17700914787701424
122 120 0.004369181397618704
123 119 0.23478906971885252
123 120 0.1677878930279231
124 119 0.14633383895747198
124 120 0.27293250066549724
125 125 -9.992782646041942
125 126 4.384558033582292
125 127 -12.855537488371128
125 128 10.939783594211653
126 125 11.096862574006112
126 126 -3.723388719598366
126 127 1.4565174605393851
126 128 -1.3956662683356837
127 125 -4.446430614842752
127 126 -4.695348334075074
127 127 11.266448259694927
127 128 0.06583354619706024
128 125 9.822218566035609
128 126 6.608740518131659
128 127 -0.45421726054113376
128 128 -11.907600635608091
125 129 0.05428855554218865
126 130 0.15459582439858946
127 131 0.17580759931960774
128 132 0.1746888438299116
125 123 0.013834611610675073
125 124 0.06856904246939317
126 123 0.12151575182534795
126 124 0.26820629148672087
127 123 0.23842869140012757
127 124 0.006138553786827039
128 123 0.22607322909638328
128 124 0.15523329585642445
129 129 12.244360108930735
129 130 -1.8812113111982878
129 131 -5.987392819636491
129 132 2.0779560786097546
130 129 -6.967558817711276
130 130 5.632740963950657
130 131 7.524777487596132
130 132 -8.261094161667469
131 129 -8.636237007211408
131 130 -14.216772948361868
131 131 14.859664427498387
131 132 3.424557217797547
132 129 -4.589280114970134
132 130 5.929631578003453
132 131 -4.756520621726759
132 132 3.0236340482796042
129 133 0.27314602498091517
130 134 0.2383141116164663
131 135 0.00801891507547543
132 136 0.033396522676335035
129 127 0.21118863525699852
129 128 0.223570535212575
130 127 0.22814325362465102
130 128 0.07462401916283246
131 127 0.2223274143998826
131 128 0.16162613345455856
132 127 0.2481492216662747
132 128 0.07041020960907167
133 133 -10.340612767044412
133 134 -0.38894984288983336
133 135 8.065889652048867
133 136 10.259739049667587
134 133 3.6570172686584064
134 134 8.289076447351066
134 135 -5.610912093683824
134 136 -9.647209850058966
135 133 -4.5752509126566325
135 134 0.6440865566640973
135 135 -6.8188798889183255
135 136 11.738307611362854
136 133 10.484740541764856
136 134 -8.820084371598137
136 135 6.954451811143163
136 136 -8.381243275288488
133 137 0.19729172876456327
134 138 0.2133432529335999
135 139 0.07146213977374631
136 140 0.17367566611506485
133 131 0.09098046351991308
133 132 0.06910998838951121
134 131 0.2517355950465372
134 132 0.10381715115703462
135 131 0.25667811499594684
135 132 0.09709536462818344
136 131 0.2248433643479872
136 132 0.24660982007303
137 137 11.900779133543944
137 138 -9.12377750496692
137 139 -4.808929326997415
137 140 -1.5535439775724078
138 137 -6.449464050830217
138 138 13.219622105746252
138 139 2.3399795827613765
138 140 -5.000483311554756
139 137 -2.750598756025595
139 138 -3.5491837472909658
139 139 -2.3360297792442912
139 140 10.394145562298423
140 137 -1.7937067845877777
140 138 2.396597679143874
140 139 14.257911272818095
140 140 -12.363155451454869
137 141 0.09095983980084656
138 142 0.16636420414091632
139 143 0.1350865300338129
140 144 0.08611824790434142
137 135 0.01860703287050165
137 136 0.06644482263128833
138 135 0.29469740749818896
138 136 0.19209806724749437
139 135 0.2421492922309598
139 136 0.19376777924097702
140 135 0.21066947043027623
140 136 0.0741359970352343
141 141 -2.826694342791798
141 142 17.155574647945084
141 143 -2.2109613415534084
141 144 -1.2088465434109268
142 141 0.07072576069450011
142 142 -12.090206053222317
142 143 -6.422867795509338
142 144 9.339323996790771
143 141 8.86018320103189
143 142 3.6046966734442814
143 143 3.29810448649893
143 144 -8.846141981185832
144 141 -0.856007177369789
144 142 -11.278467640007234
144 143 9.920633711061122
144 144 -2.389173528992551
141 145 0.13709756548992127
142 146 0.029467486861694425
143 147 0.26778165871795395
144 148 0.00012253701720017494
141 139 0.245551139731379
141 140 0.02393638276876542
142 139 0.2967878577856511
142 140 0.11300965288866932
143 139 0.27952307650255354
143 140 0.22667705804553728
144 139 0.11506335099391307
144 140 0.21401189575160257
145 145 -1.617050395318795
145 146 -5.968184669216158
145 147 -3.5252830355986813
145 148 13.419865701360573
146 145 -0.823487469090684
146 146 -2.6382487141554343
146 147 7.69146463054427
146 148 -5.298989464134954
147 145 -4.321039014616258
147 146 11.31951275521761
147 147 3.540986577442379
147 148 -8.785543357965382
148 145 15.238692668939358
148 146 -1.5807175894293994
148 147 -13.9843822455081
148 148 1.8874914818333157
145 149 0.26257731721602107
146 150 2.903396746622988e-6
147 151 0.11793887193176045
148 152 0.1240253717528364
145 143 0.23811037726517525
145 144 0.25530097853690115
146 143 0.2840317027895174
146 144 0.22632959358301397
147 143 0.0754714684550958
147 144 0.14059626572138342
148 143 0.29058803889303975
148 144 0.0043571000369226455
149 149 -3.1346792562749783
149 150 -3.176429692839986
149 151 -0.5662021119436107
149 152 9.306273473623731
150 149 15.755205597153967
150 150 0.9243649991865563
150 151 -5.007712744404593
150 152 -16.396861747314905
151 149 3.131699485273926
151 150 -5.551972657252533
151 151 8.011633835377962
151 152 0.3641501931242022
152 149 -6.912170052632816
152 150 11.953479493223231
152 151 2.229933329268495
152 152 -6.7493969956777065
149 153 0.16243832378166576
150 154 0.2570615570440424
151 155 0.24386704018552766
152 156 0.10744837855558195
149 147 0.23325162391571877
149 148 0.16534483765358496
150 147 0.06214145443346348
150 148 0.28412195543221025
151 147 0.16771012935287546
151 148 0.21167687729922563
152 147 0.06316015346958248
152 148 0.05853544201580221
153 153 -1.1399001919317724
153 154 3.2291348457173394
153 155 -13.773421668123643
153 156 11.126753782146144
154 153 -7.87363201445578
154 154 7.6313648962653176
154 155 -3.709805652718394
154 156 1.9272307308883274
155 153 4.549954889968316
155 154 -14.545096723366408
155 155 11.18204544664892
155 156 2.643942091147496
156 153 6.595196775554585
156 154 4.376747222405058
156 155 2.0067202592180258
156 156 -10.103606914026551
153 157 0.00669369179689292
154 158 0.1053637079395053
155 159 0.1552874158495785
156 160 0.26616601446641025
153 151 0.059038271585467324
153 152 0.14557880119988917
154 151 0.1391069531273309
154 152 0.2754140452647255
155 151 0.1159790324282381
155 152 0.08561584691424606
156 151 0.03388368175425407
156 152 0.012476630171514168
157 157 8.599225191779995
157 158 -6.952682226905085
157 159 -7.7742029865089215
